AC_NO,AC_NAME,AC_TYPE,CAND_NAME,CAND_SEX,CAND_CATEGORY,CAND_AGE,PARTY ABBREviation,Total valid votes polled,POSITION
218,BADNAGAR,GEN,MUKESH PANDYA,M,GEN,52,BJP,58679,1
218,BADNAGAR,GEN,None of the Above,NULL,NULL,NULL,NOTA,1771,5
218,BADNAGAR,GEN,SANDIP JAGDISHCHANDRA KHATOD,M,GEN,28,IND,1191,6
218,BADNAGAR,GEN,SUKMAAL JAIN,M,GEN,63,IND,23089,3
218,BADNAGAR,GEN,THA JHUJHAR SINGH YADAV,M,GEN,47,SP,785,7
218,BADNAGAR,GEN,YASUB PATEL (KISAAN),M,GEN,57,IND,570,8
219,RATLAM RURAL,ST,BADRILAL,M,ST,53,BSP,3401,3
219,RATLAM RURAL,ST,ISHWAR PREM SINGH GAMAD,M,ST,30,JD(U),1977,6
219,RATLAM RURAL,ST,MATHURALAL,M,ST,59,BJP,77367,1
219,RATLAM RURAL,ST,None of the Above,NULL,NULL,NULL,NOTA,2971,4
219,RATLAM RURAL,ST,RADHESHYAM NINAMA,M,ST,36,BA S D,2200,5
219,RATLAM RURAL,ST,SMT. LAXMI DEVI KHARADI,F,ST,59,INC,50398,2
220,RATLAM CITY,GEN,CHETANYA KUMAR KASHYAP,M,GEN,54,BJP,76184,1
220,RATLAM CITY,GEN,DR. ARUN PUROHIT,M,GEN,51,IND,131,14
220,RATLAM CITY,GEN,FAROOKH KHAN,M,GEN,42,IND,551,6
220,RATLAM CITY,GEN,MOHAMMAD IMRAN,M,GEN,29,IND,340,9
220,RATLAM CITY,GEN,MOHAMMAD SAJID QURESHI,M,GEN,34,IND,147,13
220,RATLAM CITY,GEN,MOHAN SINGH SOLANKI,M,GEN,53,IND,154,12
220,RATLAM CITY,GEN,None of the Above,NULL,NULL,NULL,NOTA,1477,4
220,RATLAM CITY,GEN,PARAS DADA,M,GEN,59,IND,14969,3
220,RATLAM CITY,GEN,RADHESHYAM PANWAR,M,GEN,49,SP,70,16
220,RATLAM CITY,GEN,SAIYAD ANWAR ALI,M,GEN,42,IND,636,5
220,RATLAM CITY,GEN,SHANKAR LAL,M,GEN,53,NCP,110,15
220,RATLAM CITY,GEN,SHER MOHAMMAD,M,GEN,37,IND,301,10
220,RATLAM CITY,GEN,SMT ADITY DAWESAR,F,GEN,38,INC,35879,2
220,RATLAM CITY,GEN,SOHANLAL VYAS,M,GEN,54,IND,425,8
220,RATLAM CITY,GEN,VINAY KUMAR PANDYA,M,GEN,37,IND,168,11
220,RATLAM CITY,GEN,VINOD KATARIYA,M,SC,42,BSP,503,7
221,SAILANA ,ST,GUDDU HARSHVIJAY GEHLOT,M,ST,40,INC,45583,2
221,SAILANA ,ST,HEMCHAND NATHUJI DAMAR,M,ST,62,IND,3071,6
221,SAILANA ,ST,JALAM SINGH,M,ST,40,BSP,3192,5
221,SAILANA ,ST,KALUSINGH BHAMBHAR,M,ST,29,IND,1276,9
221,SAILANA ,ST,NARAYAN MAEEDA,M,ST,36,JD(U),32593,3
221,SAILANA ,ST,None of the Above,NULL,NULL,NULL,NOTA,4588,4
221,SAILANA ,ST,PRABHULAL NINAMA,M,ST,42,BA S D,1854,8
221,SAILANA ,ST,SANGEETA VIJAY CHAREL,F,ST,40,BJP,47662,1
221,SAILANA ,ST,VALU JHODIYA,M,ST,35,IND,2856,7
222,JAORA,GEN,AZIZUDDIN,M,GEN,67,SP,1282,6
222,JAORA,GEN,GENDALAL,M,SC,48,BSP,1698,5
222,JAORA,GEN,GIRDHARILAL KHANDVI (GUJRATI),M,GEN,40,BA S D,1166,7
222,JAORA,GEN,JAGDISH,M,GEN,53,IND,1091,8
222,JAORA,GEN,KADPA MO.YUSUF,M,GEN,43,INC,59805,2
222,JAORA,GEN,MO.ASIF MIRZA,M,GEN,56,NCP,1747,4
222,JAORA,GEN,None of the Above,NULL,NULL,NULL,NOTA,1953,3
222,JAORA,GEN,RAJENDRA PANDEY,M,GEN,52,BJP,89656,1
223,ALOTE,SC,AJIT PREMCHAND GUDDU,M,SC,29,INC,65476,2
223,ALOTE,SC,ASHOK KUMAR SALVI,M,SC,35,IND,392,10
223,ALOTE,SC,GANGARAM SHINDE,M,SC,57,IND,547,8
223,ALOTE,SC,ISHWAR LAL,M,SC,37,BSP,1553,6
223,ALOTE,SC,JITENDRA THAVARCHAND GEHLOT,M,SC,40,BJP,73449,1
223,ALOTE,SC,None of the Above,NULL,NULL,NULL,NOTA,2545,3
223,ALOTE,SC,PUSHPA,F,SC,47,IND,453,9
223,ALOTE,SC,RAMESH CHANDRA RAROTIYA,M,SC,43,BA S D,1759,4
223,ALOTE,SC,RAMESHCHANDRA BODANA,M,SC,47,IND,1628,5
223,ALOTE,SC,SANDEEP,M,SC,29,IND,881,7
224,MANDSOUR ,GEN,AASHIYA BEE,F,GEN,36,IND,17332,3
224,MANDSOUR ,GEN,BADRILAL DAVADA,M,GEN,40,IND,331,14
224,MANDSOUR ,GEN,BANO BEE,F,GEN,66,BMSM,516,12
224,MANDSOUR ,GEN,GIRDHARI ALIAS GUDDU KUMAWAT,M,GEN,42,IND,844,8
224,MANDSOUR ,GEN,ISHWAR SING ANJANA,M,GEN,27,SP,705,10
224,MANDSOUR ,GEN,JAFAR IQBAL,M,GEN,29,IND,280,16
224,MANDSOUR ,GEN,MAHENDRA SINGH GURJAR,M,GEN,38,INC,60680,2
224,MANDSOUR ,GEN,MANGILAL ALIAS KRANTIPARIVARTAN,M,SC,33,BSP,1297,5
224,MANDSOUR ,GEN,MANJU PARASMAL GANDHI,F,GEN,39,LJP,484,13
224,MANDSOUR ,GEN,MANSUKHLAL HIRALAL,M,SC,31,IND,817,9
224,MANDSOUR ,GEN,None of the Above,NULL,NULL,NULL,NOTA,1908,4
224,MANDSOUR ,GEN,PARMANAND PATIDAR RICHHALAL MUHA,M,GEN,37,NCP,885,7
224,MANDSOUR ,GEN,QAMRUDDIN NIYARAGAR,M,GEN,52,BA S D,328,15
224,MANDSOUR ,GEN,RAJKUMAR BANDHWAR,M,GEN,47,IND,548,11
224,MANDSOUR ,GEN,RAJMAL SON OF FAKER CD,M,GEN,42,IND,1003,6
224,MANDSOUR ,GEN,YASHPAL SINGH SISODIYA,M,GEN,54,BJP,84975,1
225,MALHARGARH,SC,BABLU SURYAWANSHI GANGARAM,M,SC,29,NCP,1972,5
225,MALHARGARH,SC,BANSHILAL BASER,M,SC,28,LJP,687,9
225,MALHARGARH,SC,BANSHILAL CHOUHAN,M,SC,25,BA S D,934,8
225,MALHARGARH,SC,GEETABAI SUKHLAL MALVIYA,F,SC,38,SP,1512,6
225,MALHARGARH,SC,GHEESALAL MOGIYA,M,SC,51,IND,651,10
225,MALHARGARH,SC,ISHWARLAL MAKWANA,M,SC,40,BSP,2087,4
225,MALHARGARH,SC,JAGDISH DEWRA,M,SC,56,BJP,86857,1
225,MALHARGARH,SC,LALCHAND MEGHWAL,M,SC,58,IND,1111,7
225,MALHARGARH,SC,None of the Above,NULL,NULL,NULL,NOTA,2140,3
225,MALHARGARH,SC,SHYAMLAL JOKCHAND,M,SC,35,INC,80286,2
226,SUWASRA,GEN,BALRAM RATHOR NAI,M,GEN,47,BSP,3310,4
226,SUWASRA,GEN,GOPAL SUTHAR,M,GEN,49,SP,2112,6
226,SUWASRA,GEN,HARDEEP SINGH DUNG,M,GEN,45,INC,87517,1
226,SUWASRA,GEN,MADANLAL SURYAWANSHI RANAYRA,M,SC,35,BA S D,1855,7
226,SUWASRA,GEN,MANOHAR BAIRAGI LADUNA,M,GEN,34,IND,3678,3
226,SUWASRA,GEN,MUNNA BHAI KUMAWAT,M,GEN,47,IND,1421,8
226,SUWASRA,GEN,NAHARSINGH,M,GEN,33,SHS,1089,9
226,SUWASRA,GEN,None of the Above,NULL,NULL,NULL,NOTA,3014,5
226,SUWASRA,GEN,RADHESHYAM NANALAL PATIDAR,M,GEN,52,BJP,80392,2
227,GAROTH ,GEN,DEVILAL MANGILAL,M,GEN,43,IND,1100,7
227,GAROTH ,GEN,FOOLCHAND RAMPRATAP,M,GEN,47,IND,685,11
227,GAROTH ,GEN,INDARALAL GUJAR,M,GEN,27,SP,1257,5
227,GAROTH ,GEN,None of the Above,NULL,NULL,NULL,NOTA,3331,3
227,GAROTH ,GEN,RAJESH YADAV DHARMVEER SINGH,M,GEN,53,BJP,88525,1
227,GAROTH ,GEN,SANDEEP RAJGURU,M,GEN,37,SHS,747,9
227,GAROTH ,GEN,SHAFI ULLA FAKIR MOHMMAD,M,GEN,37,IND,748,8
227,GAROTH ,GEN,SHAMBHULAL MEGAWAL,M,SC,37,BA S D,1185,6
227,GAROTH ,GEN,SUBHASH KUMAR SOJATIA,M,GEN,59,INC,62770,2
227,GAROTH ,GEN,VIDHUTLATA BALARAM DHANOTIYA,F,GEN,40,NCP,726,10
227,GAROTH ,GEN,VIJAY PATIDAR,M,GEN,40,BSP,1758,4
228,MANASA ,GEN,ANIRUDDH (MADHAV) MARU,M,GEN,52,IND,30460,3
228,MANASA ,GEN,KAILASH CHAWLA,M,GEN,65,BJP,55852,1
228,MANASA ,GEN,KANWARLAL,M,GEN,44,SP,1104,7
228,MANASA ,GEN,None of the Above,NULL,NULL,NULL,NOTA,2449,4
228,MANASA ,GEN,RADHESHYAM COMMANDER,M,SC,33,BSP,1630,6
228,MANASA ,GEN,SAMRATH,M,SC,36,BA S D,915,8
228,MANASA ,GEN,SUSHILNANDAN (MUNNA) BAIRAGI,M,GEN,58,IND,1948,5
228,MANASA ,GEN,VIJENDRASINGH,M,GEN,43,INC,41824,2
229,NEEMUCH,GEN,AABID SHAH,M,GEN,25,IND,399,10
229,NEEMUCH,GEN,BHAGATRAM,M,GEN,54,IND,814,9
229,NEEMUCH,GEN,DILIP SINGH PARIHAR,M,GEN,55,BJP,73320,1
229,NEEMUCH,GEN,GHANSHYAM MALI,M,GEN,39,BSP,881,8
229,NEEMUCH,GEN,GIRJA  SHANKAR PARIHAR,M,GEN,56,NCP,1086,6
229,NEEMUCH,GEN,NANDKISHOR PATEL,M,GEN,57,INC,51653,2
229,NEEMUCH,GEN,NIRANJAN (RAJU) TIWARI,M,GEN,38,IND,13104,3
229,NEEMUCH,GEN,None of the Above,NULL,NULL,NULL,NOTA,2311,5
229,NEEMUCH,GEN,PROFESSOR PURUSHOTTAM MEGHWAL,M,SC,39,IND,4109,4
229,NEEMUCH,GEN,YOGESH SAINI,M,GEN,38,SP,1054,7
230,JAWAD,GEN,A ANIS TANK,M,GEN,50,NCP,2294,5
230,JAWAD,GEN,JAGDISH KUMAWAT,M,GEN,38,IND,404,8
230,JAWAD,GEN,None of the Above,NULL,NULL,NULL,NOTA,3464,4
230,JAWAD,GEN,OM PRAKASH SAKHLECHA,M,GEN,55,BJP,56154,1
230,JAWAD,GEN,RAGHURAJ SINGH,M,GEN,60,INC,19216,3
230,JAWAD,GEN,RAJKUMAR RAMESHCHAND AHEER,M,GEN,51,IND,42503,2
230,JAWAD,GEN,RANJIT SINGH ALIAS RANJAN SWAMI,M,GEN,54,IND,767,6
230,JAWAD,GEN,SAMRATHMAL,M,GEN,30,SP,292,9
230,JAWAD,GEN,SHIV PRAKASH SONI,M,GEN,50,BSP,742,7
